"train_SR","valid_SR","test_SR","portsN","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
0.544852765671239,0.236752779172661,0.479080214018227,5,0,0,0,0,0,0.604606227747706,0,0,0.491553149526243,0,0,0,0,0,0,0,0,0,0,-1.39121557664443,0,0,0,0,0,0.392469926167002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902586273203479,0,0,0
0.54663471958968,0.236603577134337,0.478914271909344,6,0,0,0,0,0,0.604896831451445,0,0,0.48929211519591,0,0,0,0,0,0,0,0,0,0,-1.40499862305438,0,0,0,0,0,0.402664376006029,0,0,0,0.00919974208915789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898945558311836,0,0,0
0.548030152316762,0.236941449830023,0.47919944178485,7,0,0,0,-0.00562433177298963,0,0.607536169334863,0,0,0.489532269753847,0,0,0,0,0,0,0,0,0,0,-1.40796857387475,0,0,0,0,0,0.407497894216186,0,0,0,0.0128760108982994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896150561444541,0,0,0
0.549039518573107,0.236862505478488,0.479479390064825,8,0,0,0,-0.0094462987853272,0.00312826764663529,0.60806812837075,0,0,0.488811479080849,0,0,0,0,0,0,0,0,0,0,-1.40999587581495,0,0,0,0,0,0.410112375776623,0,0,0,0.0149871983971875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894334725328234,0,0,0
0.552716938334204,0.237380273587351,0.480344583620165,9,0,0,0,-0.016363545972478,0.0120314530523462,0.610409218545055,0,0,0.487761165918182,0,0,0,0,0,0,0,0,0,-0.0124865316023496,-1.41250122813852,0,0,0,0,0,0.418729929503204,0,0,0,0.020967590601559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891451948093005,0,0,0
0.559261874319047,0.2383530066869,0.481985487403761,10,0,0,0,-0.0280044800563249,0.028036102343811,0.613868505380386,0,0,0.484755676807753,0,0,0,0,0,0,0,0,0,-0.0348106669512547,-1.41461127619988,0,0,0,0,0,0.431251035382453,0,0,0,0.0305062727185374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00759564427461638,0,0,0,0.881413186299904,0,0,0
0.591698988686084,0.243718828006709,0.489127235245037,11,0,0,0,-0.0883151857674677,0.108773374979138,0.626332679700578,0,0,0.463654893843147,0.0216617723522589,0,0,0,0,0,0,0,0,-0.15004609076745,-1.42339991945837,0,0,0,0,0,0.489228098595056,0,0,0,0.0778740789723571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468003629184303,0,0,0,0.827435934632319,0,0,0
0.631187124667986,0.264015555549062,0.493788466100483,12,0,0,0,-0.123253806908431,0.165485801652924,0.633326899445021,0,0,0.440047061518813,0.048818108475203,0,0,0,0,0,0,0,0,-0.223264484098994,-1.38346394013881,0,0,0,-0.152036169496657,0,0.568864288513145,0,0,0,0.151459201269979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940635531479705,0,0,0,0.779953486619837,0,0,0
0.656471832713954,0.275366256535164,0.496628195633199,13,0,0,-0.0409063075483965,-0.138056322925804,0.212417708870133,0.641844579850046,0,0,0.434171676410726,0.0627241434647399,0,0,0,0,0,0,0,0,-0.267316417415173,-1.35263268637498,0,0,0,-0.236811216926132,0,0.611557508304818,0,0,0,0.198721579488406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115798426105934,0,0,0,0.758487328695687,0,0,0
0.685539031100066,0.288006914858366,0.496246673110837,14,0,0,-0.0902596444912865,-0.149177223445853,0.253396717249605,0.650065691991405,0,0,0.428738458163846,0.0716406140002288,0,0,0,0,0,0,0,0,-0.310869933396863,-1.30984575812317,0,0,0,-0.308949761234254,0,0.6902246580848,0,0,0,0.24866069119271,0,0,0,0,0,-0.0638388013503057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146933843856564,0,0,0,0.743280447502569,0,0,0
